id,en_word,type,definition,classification,source
i110423,total darkness,noun,total absence of light,Common,LLM (ministral-3:14b)
i110434,emotional state,noun,the state of a person's emotions (especially with regard to pleasure or dejection),Common,LLM (ministral-3:14b)
i110436,ecstasy,noun,a state of being carried away by overwhelming emotion,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110438,quality of life,noun,your personal satisfaction (or dissatisfaction) with the cultural or intellectual conditions under which you live (as distinct from material comfort),Common,LLM (ministral-3:14b)
i110442,bliss,noun,a state of extreme happiness,Common,LLM (ministral-3:14b)
i110449,mourning,noun,state of sorrow over the death or departure of a loved one,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110453,innocence,noun,the state of being unsullied by sin or moral wrong; lacking a knowledge of evil,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113131,purity,noun,being undiluted or unmixed with extraneous material,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113183,cleanness,noun,the state of being clean; without dirt or other impurities,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110463,freedom,noun,the condition of being free; the power to act or speak or think without externally imposed restraints,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110512,autonomy,noun,personal independence,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110467,self-government,noun,government of a political unit by its own people,Common,LLM (ministral-3:14b)
i37445,fragmentation,noun,separating something into fine particles,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110473,free hand,noun,freedom to do as you see fit,Common,LLM (ministral-3:14b)
i110474,free rein,noun,the removal of constraints,Common,LLM (ministral-3:14b)
i110485,liberty,noun,personal freedom from servitude or confinement or oppression,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i110514,dependence,noun,the state of relying on or being controlled by someone or something else,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110529,imbalance,noun,a lack of balance or state of disequilibrium,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110538,motionlessness,noun,a state of no motion or movement,Common,LLM (ministral-3:14b)
i110509,agency,noun,the state of serving as an official and authorized delegate or agent,Core,LLM (ministral-3:14b) (LLM Selected Sense #3)
i110546,busyness,noun,the state of being or appearing to be actively engaged in an activity,Common,LLM (ministral-3:14b)
i75788,eruption,noun,a sudden violent spontaneous occurrence (usually of some undesirable condition),Common,LLM (ministral-3:14b) (LLM Selected Sense #3)
i110556,inaction,noun,the state of being inactive,Common,LLM (ministral-3:14b)
i27698,arrest,verb,take into custody,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i110567,stagnation,noun,a state of inactivity (in business or art etc),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i41003,deferral,noun,act of putting off to a future time,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i63497,lethargy,noun,weakness characterized by a lack of vitality or energy,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110638,slumber,noun,a natural and periodic state of rest during which consciousness of the world is suspended,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110584,deadlock,noun,a situation in which no progress can be made or no advancement is possible,Common,LLM (ministral-3:14b)
i79162,logjam,noun,an immovable mass of logs blocking a river,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110586,temporary state,noun,a state that continues for a limited time,Common,LLM (ministral-3:14b)
i110588,state of mind,noun,a temporary psychological state,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110591,eyestrain,noun,a tiredness of the eyes caused by prolonged close work by a person with an uncorrected vision problem,Common,LLM (ministral-3:14b)
i110592,jet lag,noun,fatigue and sleep disturbance resulting from disruption of the body's normal circadian rhythm as a result of jet travel,Common,LLM (ministral-3:14b)
i110599,mental exhaustion,noun,exhaustion that affects mental keenness,Common,LLM (ministral-3:14b)
i110602,drunkenness,noun,a temporary state resulting from excessive consumption of alcohol,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110605,soberness,noun,the state of being sober and not intoxicated by alcohol,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110629,insomnia,noun,an inability to sleep; chronic sleeplessness,Common,LLM (ministral-3:14b)
i110643,shuteye,noun,informal term for sleep,Common,LLM (ministral-3:14b)
i110665,sleepiness,noun,a very sleepy state,Common,LLM (ministral-3:14b)
i110672,red alert,noun,the highest level of alert when an attack by the enemy seems imminent (or more generally a state of alert resulting from imminent danger),Common,LLM (ministral-3:14b)
i75691,emergency,noun,a sudden unforeseen crisis (usually involving danger) that requires immediate action,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110684,physical condition,noun,the condition or state of the body or bodily functions,Common,LLM (ministral-3:14b)
i110687,flatulence,noun,a state of excessive gas in the alimentary canal,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110690,emotional arousal,noun,the arousal of strong emotions and emotional behavior,Common,LLM (ministral-3:14b)
i110695,excitement,noun,the state of being emotionally aroused and worked up,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110697,sexual arousal,noun,the arousal of sexual desires in preparation for sexual behavior,Common,LLM (ministral-3:14b)
i110700,horniness,noun,a state of sexual arousal,Common,LLM (ministral-3:14b)
i110797,bulimia,noun,a disorder of eating seen among young women who go on eating binges and then feel guilt and depression and self-condemnation,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112973,emptiness,noun,the state of containing nothing,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110715,dehydration,noun,depletion of bodily fluids,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110726,altitude sickness,noun,effects (as nosebleed or nausea) of oxygen deficiency in the blood and tissues at high altitudes,Common,LLM (ministral-3:14b)
i110727,mountain sickness,noun,nausea and shortness of breath experienced by mountain climbers above ten thousand feet,Common,LLM (ministral-3:14b)
i64319,impotence,noun,the quality of lacking strength or power; being weak and feeble,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110746,pregnancy,noun,the state of being pregnant; the period from conception to birth when a woman carries a developing fetus in her uterus,Core,LLM (ministral-3:14b)
i110764,good health,noun,the state of being vigorous and free from bodily or mental disease,Common,LLM (ministral-3:14b)
i110773,fertility,noun,the state of being fertile; capable of producing offspring,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110776,ill health,noun,a state in which you are unable to function normally and without pain,Common,LLM (ministral-3:14b)
i110789,ailment,noun,an often persistent bodily disorder or disease; a cause for complaining,Common,LLM (ministral-3:14b)
i110790,eating disorder,noun,a disorder of the normal eating routine,Common,LLM (ministral-3:14b)
i110791,anorexia,noun,a prolonged disorder of eating due to loss of appetite,Common,LLM (ministral-3:14b)
i110816,hyperactivity,noun,a condition characterized by excessive restlessness and movement,Common,LLM (ministral-3:14b)
i110826,illness,noun,impairment of normal physiological function affecting part or all of an organism,Core,LLM (ministral-3:14b)
i110839,drug addiction,noun,an addiction to a drug (especially a narcotic drug),Common,LLM (ministral-3:14b)
i110840,alcoholism,noun,habitual intoxication; prolonged and excessive intake of alcoholic drinks leading to a breakdown in health and an addiction to alcohol such that abrupt deprivation leads to severe withdrawal symptoms,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110841,cocaine addiction,noun,an addiction to cocaine,Common,LLM (ministral-3:14b)
i110842,heroin addiction,noun,an addiction to heroin,Common,LLM (ministral-3:14b)
i110844,nicotine addiction,noun,an addiction to nicotine,Common,LLM (ministral-3:14b)
i110846,roots,noun,the condition of belonging to a particular place or group by virtue of social or ethnic or cultural lineage,Common,LLM (ministral-3:14b)
i110864,food poisoning,noun,illness caused by poisonous or contaminated food,Common,LLM (ministral-3:14b)
i110874,disease,noun,an impairment of health or a condition of abnormal functioning,Core,LLM (ministral-3:14b)
i110910,malaria,noun,an infective disease caused by sporozoan parasites that are transmitted through the bite of an infected Anopheles mosquito; marked by paroxysms of chills and fever,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110921,rheumatism,noun,any painful disorder of the joints or muscles or connective tissues,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i110930,anxiety attack,noun,a sudden acute episode of intense anxiety and feelings of panic,Common,LLM (ministral-3:14b)
i110939,epileptic seizure,noun,convulsions accompanied by impaired consciousness,Common,LLM (ministral-3:14b)
i110942,mental disorder,noun,(psychiatry) a psychological disorder of thought or emotion; a more neutral term than mental illness,Common,LLM (ministral-3:14b)
i110946,nervous disorder,noun,a disorder of the nervous system,Common,LLM (ministral-3:14b)
i110947,brain damage,noun,"injury to the brain that impairs its functions (especially permanently); can be caused by trauma to the head, infection, hemorrhage, inadequate oxygen, genetic abnormality, etc.",Common,LLM (ministral-3:14b)
i110950,brain disorder,noun,any disorder or disease of the brain,Common,LLM (ministral-3:14b)
i110952,epilepsy,noun,a disorder of the central nervous system characterized by loss of consciousness and convulsions,Common,LLM (ministral-3:14b)
i109955,protuberance,noun,something that bulges out or is protuberant or projects from its surroundings,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111047,heart disease,noun,a disease of the heart,Common,LLM (ministral-3:14b)
i111048,high blood pressure,noun,a common disorder in which blood pressure remains abnormally high (a reading of 140/90 mm Hg or greater),Common,LLM (ministral-3:14b)
i111097,heart failure,noun,inability of the heart to pump enough blood to sustain normal bodily functions,Common,LLM (ministral-3:14b)
i111100,heart attack,noun,a sudden severe instance of abnormal heart function,Common,LLM (ministral-3:14b)
i111102,kidney disease,noun,a disease affecting the kidneys,Common,LLM (ministral-3:14b)
i111109,renal failure,noun,inability of the kidneys to excrete wastes and to help maintain the electrolyte balance,Common,LLM (ministral-3:14b)
i111120,liver disease,noun,a disease affecting the liver,Common,LLM (ministral-3:14b)
i111128,diabetes,noun,a polygenic disease characterized by abnormally high glucose levels in the blood; any of several metabolic disorders marked by excessive urination and persistent thirst,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111145,influenza,noun,an acute febrile highly contagious viral disease,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111148,measles,noun,an acute and highly contagious viral disease marked by distinct red spots followed by a rash; occurs primarily in children,Common,LLM (ministral-3:14b)
i111167,blindness,noun,the state of being blind or lacking sight,Common,LLM (ministral-3:14b)
i111171,aids,noun,a serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles,Common,LLM (ministral-3:14b)
i111179,cholera,noun,an acute intestinal infection caused by ingestion of contaminated water or food,Common,LLM (ministral-3:14b)
i111180,dengue,noun,an infectious disease of the tropics transmitted by mosquitoes and characterized by rash and aching head and joints,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111181,dysentery,noun,an infection of the intestines marked by severe diarrhea,Common,LLM (ministral-3:14b)
i111183,hepatitis,noun,inflammation of the liver caused by a virus or a toxin,Common,LLM (ministral-3:14b)
i111184,viral hepatitis,noun,hepatitis caused by a virus,Common,LLM (ministral-3:14b)
i111185,hepatitis a,noun,an acute but benign form of viral hepatitis caused by an RNA virus that does not persist in the blood serum and is usually transmitted by ingesting food or drink that is contaminated with fecal matter,Common,LLM (ministral-3:14b)
i111186,hepatitis b,noun,an acute (sometimes fatal) form of viral hepatitis caused by a DNA virus that tends to persist in the blood serum and is transmitted by sexual contact or by transfusion or by ingestion of contaminated blood or other bodily fluids,Common,LLM (ministral-3:14b)
i111188,hepatitis c,noun,a viral hepatitis clinically indistinguishable from hepatitis B but caused by a single-stranded RNA virus; usually transmitted by parenteral means (as injection of an illicit drug or blood transfusion or exposure to blood or blood products),Common,LLM (ministral-3:14b)
i111189,liver cancer,noun,malignant neoplastic disease of the liver usually occurring as a metastasis from another cancer; symptoms include loss of appetite and weakness and bloating and jaundice and upper abdominal discomfort,Common,LLM (ministral-3:14b)
i111192,oral herpes,noun,caused by herpes simplex virus type 1 (HSV-1),Common,LLM (ministral-3:14b)
i111193,genital herpes,noun,an infection caused by herpes simplex virus type 2 (HSV-2) that is usually transmitted by sexual contact; marked by recurrent attacks of painful eruptions on the skin and mucous membranes of the genital area,Common,LLM (ministral-3:14b)
i111195,chickenpox,noun,an acute contagious disease caused by herpes varicella zoster virus; causes a rash of vesicles on the face and body,Common,LLM (ministral-3:14b)
i111197,gonorrhea,noun,a common venereal disease caused by the bacterium Neisseria gonorrhoeae; symptoms are painful urination and pain around the urethra,Common,LLM (ministral-3:14b)
i111199,syphilis,noun,a common venereal disease caused by the treponema pallidum spirochete; symptoms change through progressive stages; can be congenital (transmitted through the placenta),Common,LLM (ministral-3:14b)
i111207,ebola hemorrhagic fever,noun,a severe and often fatal disease in humans and nonhuman primates (monkeys and chimpanzees) caused by the Ebola virus; characterized by high fever and severe internal bleeding; can be spread from person to person; is largely limited to Africa,Common,LLM (ministral-3:14b)
i111209,leprosy,noun,chronic granulomatous communicable disease occurring in tropical and subtropical regions; characterized by inflamed nodules beneath the skin and wasting of body parts; caused by the bacillus Mycobacterium leprae,Common,LLM (ministral-3:14b)
i111216,meningitis,noun,infectious disease characterized by inflammation of the meninges (the tissues that surround the brain or spinal cord) usually caused by a bacterial infection; symptoms include headache and stiff neck and fever and nausea,Common,LLM (ministral-3:14b)
i111217,mumps,noun,an acute contagious viral disease characterized by fever and by swelling of the parotid glands,Common,LLM (ministral-3:14b)
i111223,black death,noun,the epidemic form of bubonic plague experienced during the Middle Ages when it killed nearly half the people of western Europe,Common,LLM (ministral-3:14b)
i111226,poliomyelitis,noun,an acute viral disease marked by inflammation of nerve cells of the brain stem and spinal cord,Common,LLM (ministral-3:14b)
i111247,whooping cough,noun,a disease of the respiratory mucous membrane,Common,LLM (ministral-3:14b)
i111252,head cold,noun,a common cold affecting the nasal passages and resulting in congestion and sneezing and headache,Common,LLM (ministral-3:14b)
i111253,asthma,noun,respiratory disorder characterized by wheezing; usually of allergic origin,Common,LLM (ministral-3:14b)
i111255,bronchitis,noun,inflammation of the membranes lining the bronchial tubes,Common,LLM (ministral-3:14b)
i111262,pneumonia,noun,respiratory disease characterized by inflammation of the lung parenchyma (excluding the bronchi) with congestion caused by viruses or bacteria or irritants,Common,LLM (ministral-3:14b)
i111287,color blindness,noun,genetic inability to distinguish differences in hue,Common,LLM (ministral-3:14b)
i111379,sore throat,noun,inflammation of the fauces and pharynx,Common,LLM (ministral-3:14b)
i111075,angina,noun,a heart condition marked by paroxysms of chest pain due to reduced oxygen to the heart,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i111409,hiv,noun,infection by the human immunodeficiency virus,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111411,sars,noun,a respiratory disease of unknown etiology that apparently originated in mainland China in 2003; characterized by fever and coughing or difficulty breathing or hypoxia; can be fatal,Common,LLM (ministral-3:14b)
i111413,scabies,noun,a contagious skin infection caused by the itch mite; characterized by persistent itching and skin irritation,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i9391,sore,adjective,hurting,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i111451,arthritis,noun,inflammation of a joint or joints,Common,LLM (ministral-3:14b)
i111517,malnutrition,noun,a state of poor nutrition; can result from insufficient or excessive or unbalanced diet or from inability to absorb foods,Common,LLM (ministral-3:14b)
i111536,cyst,noun,a closed sac that develops abnormally in some body structure,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111538,motion sickness,noun,the state of being dizzy or nauseated because of the motions that occur while traveling in or on a moving vehicle,Common,LLM (ministral-3:14b)
i111541,seasickness,noun,motion sickness experienced while traveling on water,Common,LLM (ministral-3:14b)
i111542,heatstroke,noun,collapse caused by exposure to excessive heat,Common,LLM (ministral-3:14b)
i111543,heat exhaustion,noun,a condition marked by dizziness and nausea and weakness caused by depletion of body fluids and electrolytes,Common,LLM (ministral-3:14b)
i111580,ulcer,noun,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,Common,LLM (ministral-3:14b)
i111582,bedsore,noun,a chronic ulcer of the skin caused by prolonged pressure on it (as in bedridden patients),Common,LLM (ministral-3:14b)
i111587,canker,noun,an ulceration (especially of the lips or lining of the mouth),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i75081,affliction,noun,a cause of great suffering and distress,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i111592,deformity,noun,an affliction in which some part of the body is misshapen or malformed,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111596,cleft lip,noun,a congenital cleft in the middle of the upper lip,Common,LLM (ministral-3:14b)
i111597,cleft palate,noun,a congenital fissure of the hard palate,Common,LLM (ministral-3:14b)
i111598,clubfoot,noun,congenital deformity of the foot usually marked by a curled shape or twisted position of the ankle and heel and toes,Common,LLM (ministral-3:14b)
i111603,blight,noun,any plant disease resulting in withering without rotting,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i111637,skin disease,noun,a disease affecting the skin,Common,LLM (ministral-3:14b)
i111647,acne,noun,an inflammatory disease involving the sebaceous glands of the skin; characterized by papules or pustules or comedones,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i103919,poison oak,noun,climbing plant common in eastern and central United States with ternate leaves and greenish flowers followed by white berries; yields an irritating oil that causes a rash on contact,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i103918,poison sumac,noun,smooth American swamp shrub with pinnate leaves and greenish flowers followed by greenish white berries; yields an irritating oil,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i111658,cradle cap,noun,a dermatitis of the scalp that is common in infants,Common,LLM (ministral-3:14b)
i111659,diaper rash,noun,dermatitis of the thighs and buttocks of infants; supposedly caused by ammonia in the urine in the child's diapers,Common,LLM (ministral-3:14b)
i111670,eczema,noun,generic term for inflammatory conditions of the skin; particularly with vesiculation in the acute stages,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i111674,hickey,noun,a temporary red mark on a person's skin resulting from kissing or sucking by their lover,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i111704,psoriasis,noun,a chronic skin disease characterized by dry red patches covered with scales; occurs especially on the scalp and ears and genitalia and the skin over bony prominences,Common,LLM (ministral-3:14b)
i111724,tumor,noun,an abnormal new mass of tissue that serves no purpose,Common,LLM (ministral-3:14b)
i111785,breast cancer,noun,cancer of the breast; one of the most common malignancies in women in the US,Common,LLM (ministral-3:14b)
i111787,colon cancer,noun,a malignant tumor of the colon; early symptom is bloody stools,Common,LLM (ministral-3:14b)
i111816,lung cancer,noun,carcinoma of the lungs; one of the commonest forms of cancer,Common,LLM (ministral-3:14b)
i111819,oral cancer,noun,malignant neoplasm of the lips of mouth; most common in men over the age of 60,Common,LLM (ministral-3:14b)
i111820,pancreatic cancer,noun,cancer of the pancreas,Common,LLM (ministral-3:14b)
i111821,prostate cancer,noun,cancer of the prostate gland,Common,LLM (ministral-3:14b)
i111823,skin cancer,noun,a malignant neoplasm of the skin,Common,LLM (ministral-3:14b)
i111825,melanoma,noun,any of several malignant neoplasms (usually of the skin) consisting of melanocytes,Common,LLM (ministral-3:14b)
i111827,eye disease,noun,any disease of the eye,Common,LLM (ministral-3:14b)
i111828,animal disease,noun,a disease that typically does not affect human beings,Common,LLM (ministral-3:14b)
i111835,glaucoma,noun,an eye disease that damages the optic nerve and impairs vision (sometimes progressing to blindness),Common,LLM (ministral-3:14b)
i111855,appendicitis,noun,inflammation of the vermiform appendix,Common,LLM (ministral-3:14b)
i111970,plant disease,noun,a disease that affects plants,Common,LLM (ministral-3:14b)
i111983,cotton ball,noun,a fungus disease of cranberries,Common,LLM (ministral-3:14b)
i111996,little potato,noun,rhizoctinia disease of potatoes,Common,LLM (ministral-3:14b)
i112023,trauma,noun,an emotional wound or shock often having long-lasting effects,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112026,raw wound,noun,a wound that exposes subcutaneous tissue,Common,LLM (ministral-3:14b)
i112028,abrasion,noun,an abraded area where the skin is torn or worn off,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112030,rope burn,noun,abrasion (usually on the hands) caused by friction from a rope,Common,LLM (ministral-3:14b)
i112034,dog bite,noun,a bite inflicted by a dog,Common,LLM (ministral-3:14b)
i112035,snakebite,noun,a bite inflicted by a (venomous) snake,Common,LLM (ministral-3:14b)
i112036,bee sting,noun,a sting inflicted by a bee,Common,LLM (ministral-3:14b)
i112038,mosquito bite,noun,a sting inflicted by a mosquito,Common,LLM (ministral-3:14b)
i112041,bleeding,noun,the flow of blood from a ruptured blood vessel,Common,LLM (ministral-3:14b)
i112054,sunburn,noun,redness of the skin caused by exposure to the rays of the sun,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112099,sleep disorder,noun,a disturbance of the normal sleep pattern,Common,LLM (ministral-3:14b)
i36122,whiplash,noun,a quick blow delivered with a whip or whiplike object,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112107,sprain,noun,a painful injury to a joint caused by a sudden wrenching of its ligaments,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112111,vital sign,noun,sign of life; usually an indicator of a person's general physical condition,Common,LLM (ministral-3:14b)
i112716,bummer,noun,an experience that is irritating or frustrating or disappointing,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112160,water blister,noun,blister containing a nonpurulent clear watery content,Common,LLM (ministral-3:14b)
i112161,blood blister,noun,blister containing blood or bloody serum usually caused by an injury,Common,LLM (ministral-3:14b)
i112172,sneeze,noun,a symptom consisting of the involuntary expulsion of air from the nose,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112174,swelling,noun,an abnormal protuberance or localized enlargement,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112180,bunion,noun,a painful swelling of the bursa of the first joint of the big toe,Common,LLM (ministral-3:14b)
i112215,prickly heat,noun,obstruction of the sweat ducts during high heat and humidity,Common,LLM (ministral-3:14b)
i112217,numbness,noun,partial or total lack of sensation in a part of the body; a symptom of nerve damage or dysfunction,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112220,toothache,noun,an ache localized in or around a tooth,Common,LLM (ministral-3:14b)
i112228,backache,noun,an ache localized in the back,Common,LLM (ministral-3:14b)
i112231,colic,noun,acute abdominal pain (especially in infants),Common,LLM (ministral-3:14b)
i112232,chest pain,noun,pain in the chest,Common,LLM (ministral-3:14b)
i112238,headache,noun,pain in the head caused by dilation of cerebral arteries or muscle contractions or a reaction to drugs,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112242,stomachache,noun,an ache localized in the stomach or abdominal region,Common,LLM (ministral-3:14b)
i112243,earache,noun,an ache localized in the middle or inner ear,Common,LLM (ministral-3:14b)
i112245,migraine,noun,a severe recurring vascular headache; occurs more frequently in women than men,Common,LLM (ministral-3:14b)
i112246,sick headache,noun,a headache accompanied by nausea,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112247,sinus headache,noun,a headache resulting from congestion or infection in the paranasal sinuses,Common,LLM (ministral-3:14b)
i112248,tension headache,noun,a headache located at the back of the head; usually caused by body tension resulting from overwork or psychological stress,Common,LLM (ministral-3:14b)
i112251,labor pain,noun,pain and discomfort associated with contractions of the uterus during labor,Common,LLM (ministral-3:14b)
i112270,birth pangs,noun,a regularly recurrent spasm of pain that is characteristic of childbirth,Common,LLM (ministral-3:14b)
i112287,postnasal drip,noun,chronic secretion of mucus from the rear of the nasal cavity into the nasopharynx,Common,LLM (ministral-3:14b)
i112291,pimple,noun,a small inflamed elevation of the skin; a pustule or papule; common symptom in acne,Common,LLM (ministral-3:14b)
i29488,pock,verb,mark with a scar,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112296,palpitation,noun,a rapid and irregular heart beat,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112297,heartburn,noun,a painful burning sensation in the chest caused by gastroesophageal reflux (backflow from the stomach irritating the esophagus); symptomatic of an ulcer or a diaphragmatic hernia or other disorder,Common,LLM (ministral-3:14b)
i112303,hot flash,noun,sudden brief sensation of heat (associated with menopause and some mental disorders),Common,LLM (ministral-3:14b)
i112304,indigestion,noun,a disorder of digestive function characterized by discomfort or heartburn or nausea,Common,LLM (ministral-3:14b)
i112436,tennis elbow,noun,painful inflammation of the tendon at the outer border of the elbow resulting from overuse of lower arm muscles (as in twisting of the hand),Common,LLM (ministral-3:14b)
i112455,cough,noun,a sudden noisy expulsion of air from the lungs that clears the air passages; a common symptom of upper respiratory infection or bronchitis or pneumonia or tuberculosis,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i21787,hiccup,verb,"breathe spasmodically, and make a sound",Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112459,morning sickness,noun,nausea early in the day; a characteristic symptom in the early months of pregnancy,Common,LLM (ministral-3:14b)
i112460,queasiness,noun,a mild state of nausea,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112462,charley horse,noun,a muscular cramp (especially in the thigh or calf) following vigorous exercise,Common,LLM (ministral-3:14b)
i112469,tic,noun,a local and habitual twitching especially in the face,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i39733,vaccination,noun,taking a vaccine as a precaution against contracting a disease,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112517,shortness of breath,noun,a dyspneic condition,Common,LLM (ministral-3:14b)
i112523,nosebleed,noun,bleeding from the nose,Common,LLM (ministral-3:14b)
i112525,constipation,noun,irregular and infrequent or difficult evacuation of the bowels; can be a symptom of intestinal obstruction or diverticulitis,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112529,diarrhea,noun,frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal tumor,Common,LLM (ministral-3:14b)
i112532,dizziness,noun,a reeling sensation; a feeling that you are about to fall,Common,LLM (ministral-3:14b)
i112534,wheeziness,noun,presence of abnormal high-pitched sound heard with a stethoscope when an airway is blocked (as in asthma or chronic bronchitis),Common,LLM (ministral-3:14b)
i61380,morale,noun,the spirit of a group that makes the members want the group to succeed,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112547,jitters,noun,extreme nervousness,Common,LLM (ministral-3:14b)
i112566,mental health,noun,the psychological state of someone who is functioning at a satisfactory level of emotional and behavioral adjustment,Common,LLM (ministral-3:14b)
i112568,sanity,noun,normal or sound powers of mind,Common,LLM (ministral-3:14b)
i112571,mental illness,noun,any disease of the mind; the psychological state of someone who has emotional or behavioral problems serious enough to require psychiatric intervention,Common,LLM (ministral-3:14b)
i112576,phobia,noun,an anxiety disorder characterized by extreme and irrational fear of simple things or social situations,Common,LLM (ministral-3:14b)
i112578,agoraphobia,noun,a morbid fear of open spaces (as fear of being caught alone in some public place),Common,LLM (ministral-3:14b)
i112580,arachnophobia,noun,a morbid fear of spiders,Common,LLM (ministral-3:14b)
i112582,simple phobia,noun,any phobia (other than agoraphobia) associated with relatively simple well-defined stimuli,Common,LLM (ministral-3:14b)
i112588,claustrophobia,noun,a morbid fear of being closed in a confined space,Common,LLM (ministral-3:14b)
i112591,hydrophobia,noun,a morbid fear of water,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112599,photophobia,noun,a morbid fear of light,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112610,social phobia,noun,any phobia (other than agoraphobia) associated with situations in which you are subject to criticism by others (as fear of eating in public or public speaking etc),Common,LLM (ministral-3:14b)
i112612,school phobia,noun,a child's sudden fear of attending school,Common,LLM (ministral-3:14b)
i112614,xenophobia,noun,a fear of foreigners or strangers,Common,LLM (ministral-3:14b)
i38075,craziness,noun,foolish or senseless behavior,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i26494,stammer,verb,speak haltingly,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i30827,dither,verb,act nervously; be undecided; be uncertain,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112705,low spirits,noun,a state of mild depression,Common,LLM (ministral-3:14b)
i112706,dumps,noun,an informal expression for a mildly depressed state,Common,LLM (ministral-3:14b)
i112710,cold sweat,noun,the physical condition of concurrent perspiration and chill; associated with fear,Common,LLM (ministral-3:14b)
